,Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description ",Sector,Main activity,Description in Original language,Description in English,Website,"Operating result [=EBIT]
mEUR 2021","Operating result [=EBIT]
mEUR 2020","Operating result [=EBIT]
mEUR 2019","Turnover
mEUR 2021","Turnover
mEUR 2020","Turnover
mEUR 2019",Availability of financial data,2 years of consecutive losses,Average loss over 3 years
186,"MUNDO DOS FATOS - COMERCIO DE VESTUARIO, LDA",PT,Portugal,SANTA MARTA,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,"Comércio de todo tipo de artigos de vestuário para homem, mulher e criança, nomeadamente fatos de homem e senhora, importação e exportação dos mesmos, gestão de atividades e áreas comerciais, afins e conexas.",Engaged in the retail trade of clothing apparels [source: Bureau van Dijk],"www.mundodosfatos.com
suitsinc.com/pt",1,0,1,11,5,11,YES,NO,NO
187,GROENHAUG RETAIL AS,NO,Norvège,BERGEN,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of family clothing,Retail,"HANDEL, AGENTURVIRKSOMHET OG KONSULENTVIRKSOMHET SAMT VIRKSOMHET SOM ST]R I FORBINDELSE MED DET. SELSKAPET KAN OGS] DELTA I ANDRE SELSKAPER SOM DRIVER SLIK VIRKSOMHET.",Engaged in the retail sale of family clothing [source: Bureau van Dijk],,1,0,0,11,9,12,YES,NO,NO
188,ABATE & C. S.R.L.,IT,Italie,SANREMO,CORSO IMPERATRICE 3,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the operation of jewelry stores,Wholesale; Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Engaged in the operation of jewelry stores [source: Bureau van Dijk],"www.abategioielli.it
abate1920.com",2,2,1,11,9,12,YES,NO,NO
189,DENIS SHOES SRL,RO,Roumanie,SUCEAVA,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Operates as a shoe store engaged in the retail distribution of shoes,Retail,,Operates as a shoe store engaged in the retail distribution of shoes [source: Bureau van Dijk],www.denisshoes.com,1,0,0,11,8,11,YES,NO,NO
190,RAZZIA SL,ES,Espagne,ARAFO,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of apparel,Retail,Explotación de tienda de ropa de la franquicia BENETTON.,Engaged in the retail sale of apparel [source: Bureau van Dijk],razzia.es,2,0,1,11,7,13,YES,NO,NO
191,KUBENZ BERNACIAK SP.K.,PL,Pologne,ELK,,4771,Commerce de détail d'habillement en magasin spécialisé,Operates as a clothing store,Retail,,Operates as a clothing store [source: Bureau van Dijk],kubenz.pl,1,0,3,11,9,17,YES,NO,NO
192,"MODARTE, LDA",PT,Portugal,BRAGA,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale and retail distribution of travel products in Portugal,Wholesale; Retail,"Comércio a retalho de marroquinaria e artigos de viagem, em estabelecimentos especializados",Engaged in the wholesale and retail distribution of travel products in Portugal [source: Bureau van Dijk],www.modarte.pt,0,-1,1,11,9,18,YES,NO,NO
193,MAX FASHION SRL,IT,Italie,MILANO,VIALE SAN GIMIGNANO 4/A,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,,,0,0,0,11,8,9,YES,NO,NO
194,TORELLI SRL,IT,Italie,TREVIGLIO,VIA ROMA 2/4,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Involved in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services",Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,"Involved in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services [source: Bureau van Dijk]",www.gioiellerietorelli.com,0,0,0,11,8,11,YES,NO,NO
195,"ROFINOR - TEXTEIS, LDA",PT,Portugal,CARVALHOSA,,4751,Commerce de détail de textiles en magasin spécialisé,Engaged in the manufacture of workwear fabrics,Manufacturing,"Indústria de embalagens e esterilização de pensos cirúrgicos, importação, exportação, comércio de material de uso clínico e têxteis. Estampagem. Fabricação de tecidos de malha.",Engaged in the manufacture of workwear fabrics [source: Bureau van Dijk],www.rofinor.pt,1,1,0,11,12,10,YES,NO,NO
196,SPORT & MODA D.O.O.,HR,Croatie,ZADAR,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"-maloprodaja sportske odje?e, obu?e i opreme poznatih svjetskih brandova; Nike, Converse, Adidas, Puma, Reebok i 4F. Note COVID-19:;The company's business operations are directly / indirectly affected by the consequences of official measures and recommendations to reduce the risk of corona infections. The Croatian Government proposed a set of measures to mitigate the effects of the special circumstances caused by the coronavirus epidemic. Employment protection measures:;-Croatian Employment Fund (CEF) is providing grants to support job preservation in COVID 19 affected sectors. Tax measures:;-Employers utilizing the grant provided by CEF to support job preservation are exempted from paying contributions on supported net salaries. -Possibility to defer payment of VAT until issued invoices are settled. -Taxpayers whose business activities are during special circumstances banned, disabled or significantly impeded by decisions of the competent authority may be fully or partially exempted from paying their tax obligations. The subject has received: ;- HRK 221.000,00 for 69 employees as support for salaries in March 2020;- HRK 224.000,00 for 56 employees as support for salaries in April 2020;from Croatian Employment Fund (CEF). Further development remains to be seen.","-maloprodaja sportske odjece, obuce i opreme poznatih svjetskih brandova; Nike, Converse, Adidas, Puma, Reebok i 4F. Note COVID-19:;The company's business operations are directly / indirectly affected by the consequences of official measures and recommendations to reduce the risk of corona infections. The Croatian Government proposed a set of measures to mitigate the effects of the special circumstances caused by the coronavirus epidemic. Employment protection measures:;-Croatian Employment Fund (CEF) is providing grants to support job preservation in COVID 19 affected sectors. Tax measures:;-Employers utilizing the grant provided by CEF to support job preservation are exempted from paying contributions on supported net salaries. -Possibility to defer payment of VAT until issued invoices are settled. -Taxpayers whose business activities are during special circumstances banned, disabled or significantly impeded by decisions of the competent authority may be fully or partially exempted from paying their tax obligations. The subject has received: ;- HRK 221.000,00 for 69 employees as support for salaries in March 2020;- HRK 224.000,00 for 56 employees as support for salaries in April 2020;from Croatian Employment Fund (CEF). Further development remains to be seen.",www.sport-moda.hr,2,1,0,11,7,7,YES,NO,NO
197,LARIO SPORT SL,ES,Espagne,VALENCIA,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the manufacture and sale of leather and allied products,Manufacturing,Comercio al por menor de calzados de señora y caballero.,Engaged in the manufacture and sale of leather and allied products [source: Bureau van Dijk],www.yacare.es,1,-1,1,11,8,13,YES,NO,NO
198,"IZLATO, S.R.O.",SK,Slovaquie,BRATISLAVA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,,izlato.sk,2,1,1,11,7,5,YES,NO,NO
199,MALI' S.R.L.,IT,Italie,RENDE,VIA GUGLIELMO MARCONI 38,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,"www.maliziashop.it
www.maligestione.it",0,0,0,11,6,7,YES,NO,NO
200,ANNUNZIATA GROUP S.R.L.,IT,Italie,GIOIA TAURO,VIA NAZIONALE 111 294,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of clothing and other related products,Retail,COMMERCIO AL DETTAGLIO DI ABBIGLIAMENTO,Engaged in the retail distribution of clothing and other related products [source: Bureau van Dijk],www.annunziatastore.it,0,-1,0,10,8,11,YES,YES,
201,CUSI MONTENAPOLEONE S.R.L.,IT,Italie,MILANO,VIA MONTE NAPOLEONE 21/A,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the sale of jewelries,Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Engaged in the sale of jewelries [source: Bureau van Dijk],www.cusimontenapoleone.com,1,0,1,10,6,10,YES,NO,NO
202,"MALALAN DRUZBA ZA PROIZVODNJO IN TRGOVINO Z ZLATOM IN DRAGIMI KAMNI, URARSTVO, OPTIKA, STARINARNICA, D.O.O., LJUBLJANA",SI,Slovénie,LJUBLJANA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,,"malalan.si
malalan.eu/si",2,1,1,10,7,8,YES,NO,NO
203,M & G SRL UNIPERSONALE,IT,Italie,ROMA,CIRCONVALLAZIONE CORNELIA 113,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,www.mgservice.biz,0,0,0,10,7,5,YES,NO,NO
204,NITTIS OU,EE,Estonie,"PEETRI ALEVIK, RAE VALD",,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail trade of footwear and other related products,Retail,,Retail sale of footwear and leather goods in specialised stores,ee.nsking.eu,1,-3,0,10,11,14,YES,NO,YES
205,PUNTO BLU S.P.A. L'INSEGNA RAPPRESENTATIVA DELLA DITTA E' PUNTO BLU,IT,Italie,LEGNAGO,VIALE EUROPA 38,4751,Commerce de détail de textiles en magasin spécialisé,Engaged in the retail sale of textiles and related products in Italy,Retail,"COMMERCIO AL DETTAGLIO DI TESSUTI PER L'ABBIGLIAMENTO, L'ARREDAMEN E DI BIANCHERIA PER LA CASA",Engaged in the retail sale of textiles and related products in Italy [source: Bureau van Dijk],"puntoblu.com
www.puntoblu.com",0,0,0,10,8,11,YES,NO,NO
206,DOCKYARD ISLANDS KERESKEDELMI ES SZOLGALTATO KORLATOLT FELELOSSEGU TARSASAG,HU,Hongrie,BUDAPEST,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail sale of apparel, accessories and other textile products",Retail,,"Engaged in the retail sale of apparel, accessories and other textile products [source: Bureau van Dijk]","www.dcy.hu
www.dockyard.hu",0,1,0,10,9,10,YES,NO,NO
207,"EL CORTE INGLES, S.A. - SUCURSAL EM PORTUGAL",PT,Portugal,LISBOA,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale distribution of durable and nondurable goods,Wholesale,"Comércio a retalho de vestuário para adultos, em estabelecimentos especializados",Engaged in the wholesale distribution of durable and nondurable goods [source: Bureau van Dijk],www.sfera.com,0,-6,0,10,8,16,YES,NO,YES
208,CENTURIOR S.R.L.,IT,Italie,MILANO,CORSO VENEZIA 17,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of general merchandise,Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,Engaged in the retail distribution of general merchandise [source: Bureau van Dijk],www.farfetch.com,0,-5,0,10,8,13,YES,NO,YES
209,"SANTOS & JUNIORES, S.A.",PT,Portugal,LISBOA,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear and leather goods,Retail,Retalhista de calçado - 100%,Engaged in the retail sale of footwear and leather goods [source: Bureau van Dijk],"www.profonlinestore.com
www.prof.com.pt",1,0,1,10,8,10,YES,NO,NO
210,LINEA S.A.,GR,Grèce,ATHENS,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of women's clothing and accessories in Greece,Retail,,Exclusive imports and trade of women's wear and accessories,www.lineapiu.gr,4,0,3,10,6,12,YES,NO,NO
211,MENICHINI MARIO E RENATO - S.P.A.,IT,Italie,ROMA,PIAZZA DI SPAGNA 1,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail distribution of jewellery,Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Engaged in the retail distribution of jewellery [source: Bureau van Dijk],www.menichinigioiellieri.it,1,1,0,10,9,6,YES,NO,NO
212,TEODOR OOD,BG,Bulgarie,SOFIA,"ZH.K. STORGOZIA, DO BL. 15",4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of men's clothing and accessories,Retail,,Engaged in the retail distribution of men's clothing and accessories [source: Bureau van Dijk],www.teodor.bg,2,0,1,10,7,9,YES,NO,NO
213,US FASHION STORE S.R.L.,IT,Italie,ROGNO,VIA SANTA RITA DA CASCIA 5,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,www.usfashionstore.it,1,0,0,10,7,10,YES,NO,NO
214,MORETTO ABBIGLIAMENTO DI MORETTO GRAZIANO - S.R.L.,IT,Italie,CESSALTO,VIA MAGGIORE 193,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,Engaged in the retail trade of clothing apparels [source: Bureau van Dijk],"www.morettoabbigliamento.com
morettoshop.com",0,0,0,10,8,10,YES,NO,NO
215,MDL EOOD,BG,Bulgarie,SOFIA,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale and marketing of clothing and fashion apparel items,Retail,,Engaged in the retail sale and marketing of clothing and fashion apparel items [source: Bureau van Dijk],www.mdl.bg,0,0,0,10,8,12,YES,NO,NO
216,MAIKL I KO,RU,Fédération de Russie,SAINT-PETERSBURG,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in wholesaling of miscellaneous non-durable goods,Wholesale,???????? ??????? ??????? ? ????????,"Sale of children clothes, footwear and toys",www.juniorshop.ru,1,0,1,10,7,14,YES,NO,NO
217,JACOBER,FR,France,LYON,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,"Toutes opérations commerciales, industrielles, achat, vente en gros, demi-gros, détail, importation, commission, courtage de tous produits et plus généralement exploitation de commerce d'horlogerie, bijouterie, joaillerie, orfèvrerie et petit électronique.","Engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.silvana-jacober.ch,1,2,1,10,9,8,YES,NO,NO
218,GIOIELLERIA DUCA - SOCIETA' A RESPONSABILITA' LIMITATA,IT,Italie,ROMA,VIA DI VIGNA STELLUTI 151,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,"ducagioielli.com
www.duca1962.com",0,0,0,10,11,12,YES,NO,NO
219,BEKLEIDUNGSFABRIK BESSMANN BREITENWORBIS GMBH & CO.KG,DE,Allemagne,BREITENWORBIS,,4771,Commerce de détail d'habillement en magasin spécialisé,Industrial company engaged in the operation and management of a chain of family clothing and accessories stores principally in Germany,Retail,"Eingetragener Gegenstand:
Handel mit Einzelhandelsgütern, insbesondere mit Bekleidungs-, Sport- und Schuhartikeln",Industrial company engaged in the operation and management of a chain of family clothing and accessories stores principally in Germany [source: Bureau van Dijk],www.bessmann.de,n.d.,n.d.,n.d.,9,11,14,NO,NO,#DIV/0!
220,G & G SPORT S.R.L.,IT,Italie,NAPOLI,VIA COLONNELLO CARLO LAHALLE 24/A,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,,www.ggteamwear.com,0,1,1,10,9,8,YES,NO,NO
221,ONIBROX S.R.L.,IT,Italie,NOLA,"PRESSO IL CIS,ISOLA 1,TORRE 1",4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,,2,0,2,10,6,10,YES,NO,NO
222,CASA FRUMOASA STORES SRL,RO,Roumanie,BUCURESTI SECTORUL 1,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,"casafrumoasa.ro
www.casafrumoasa.ro",0,1,0,10,7,7,YES,NO,NO
223,VENDRAMINI ABBIGLIAMENTO S.R.L.,IT,Italie,CASTELFRANCO VENETO,GALLERIA EUROPA 25,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of men's and boys ready-to-wear clothing and accessories,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail sale of men's and boys ready-to-wear clothing and accessories [source: Bureau van Dijk],"vendraminiabbigliamento.it
www.vendraminiabbigliamento.it",2,1,2,10,8,11,YES,NO,NO
224,MIA MARA DOO,RS,Serbie,BEOGRAD (VRACAR),,4771,Commerce de détail d'habillement en magasin spécialisé,,,,Retail sale of clothing in specialised stores,miamara.rs,0,0,0,10,8,9,YES,NO,NO
225,PICK & CHOOSE AKTIEBOLAG,SE,Suède,MOLNDAL,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing and accessories,Retail,"Bolaget skall bedriva handel med och konsultuppdrg i konfektion,skor och textilier och därmed förenlig verksamhet.","Bolaget skall bedriva handel med och konsultuppdrg i konfektion,skor och textilier och darmed forenlig verksamhet.",www.pickchoose.se,0,0,0,10,8,8,YES,YES,
226,"SPORTINO, LDA",PT,Portugal,BOMBARRAL,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail of shoes,Retail,"Comércio de artigos de desporto, pronto-a-vestir, sapataria, produtos eletrónicos, óculos e relógios e nas atividades de arrendamento e exploração de bens imobiliários (próprios ou arrendados), nomeadamente, edifícios residenciais e não residenciais (inclui espaços e instalações industriais, comerciais, etc.) e de terrenos",Engaged in the retail of shoes [source: Bureau van Dijk],www.sportino.pt,1,0,1,10,9,11,YES,NO,NO
227,LUISA,BE,Belgique,BRUXELLES,LOUIZALAAN 75,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of fashion accessories and related products,Retail,,Engaged in the retail trade of fashion accessories and related products [source: Bureau van Dijk],www.luisa.be,0,0,0,10,8,11,YES,YES,
228,DIARIO SRL,IT,Italie,VICENZA,CONTRA' PORTI 3,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,"www.diariosrl.it
www.ilnuovodiario.com",0,0,0,10,8,9,YES,NO,NO
